Date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WMT,XOM
2010-05-14,34.060209,37.797743,62.207783,56.985355000000006,22.262137,65.11098,30.521119,31.647315000000003,14.78175,133.869583,31.011601000000002,118.63672700000001,18.485354,53.935004000000006,35.126104999999995,22.877501000000002,58.805274,74.37759,26.8722,25.139203,34.320935999999996,13.45936,52.997478,43.744077000000004,28.0949,63.795673,18.58943,20.713955,46.041674,55.706767000000006
2010-05-17,34.113883,38.337181,62.083047,56.01920500000001,22.199654000000002,65.6345,30.521119,31.777396999999997,14.714711999999999,133.318144,31.355195000000002,117.95849199999999,18.595136,53.859122,35.082077000000005,22.907524,59.270041000000006,74.37759,26.790470000000003,25.147893,34.269738000000004,13.384585999999999,53.709309,43.744077000000004,28.141125,63.305482999999995,17.975877,20.822935,46.580535999999995,55.417724
2010-05-18,33.864294,37.053694,60.336739,55.500997,21.744413,64.891432,30.059046999999996,31.340689,14.438182999999999,128.383206,30.597524,117.515375,18.096901000000003,53.091874,34.360007,22.774564,59.168634999999995,73.797884,26.439039,24.964585999999997,33.943938,13.135338,53.565245999999995,43.490972,27.900761,62.993547,16.864264000000002,20.648564999999998,47.446246,54.997296
2010-05-19,33.324843,37.360613,58.991367000000004,53.963938,21.65515,64.680335,29.848277000000003,31.024773,14.463323,130.944146,30.289171999999997,116.529677,18.240460000000002,52.459527,34.677014,22.783142,58.644724,72.9538,26.659706,24.650346,33.627444,13.143645999999999,53.573722,43.761534000000005,27.725109000000003,61.80818299999999,17.557219,20.713955,46.854384,54.699492000000006
2010-05-20,31.905109000000003,35.919016,56.131342000000004,51.530993,20.807153,62.147162,28.948448,29.723944,13.625354999999999,127.205555,28.976463,111.95386,17.556442999999998,51.051499,33.312125,22.105482000000002,57.174383,70.337575,26.005881,23.663984,32.724505,12.653459,52.209379999999996,42.260339,26.772896000000003,59.205735,17.521127,20.16904,45.317304,52.842601
2010-05-21,32.51702,37.035092,57.52125899999999,52.778208,20.941047,62.89023,29.264605,30.541608,13.759429999999998,131.430152,29.090996,113.41884099999999,17.657778,51.329733000000004,35.266996999999996,22.126927,57.343385,71.327494,26.185684,23.428304,33.227171999999996,12.7947,52.412758000000004,42.967298,26.532533,59.214649,17.853166,20.314351000000002,45.379141,53.324341000000004
2010-05-24,33.112829,36.309644,56.264990000000004,52.014071,20.860712,62.012063,28.69715,30.179234,13.415863,127.75699399999999,29.267198999999998,112.541657,17.455107,51.068362,34.007776,22.071169,57.174383,70.346409,26.038573,22.930757999999997,33.203899,12.645152000000001,52.031423,42.321437,26.652714000000003,58.938356999999996,17.937381,19.972870999999998,45.052292,52.719972999999996
2010-05-25,32.906174,36.272441,55.935327,52.005286,20.807153,61.277441,28.761999,30.030568,13.365585000000001,133.243371,29.936766,112.60495900000001,17.607111,50.882872,34.289559000000004,21.710894,57.32648100000001,70.24035,26.20203,22.75618,33.934631,12.51222,51.734825,42.478536,26.689694,58.9651,17.557219,19.907482,44.416258,52.299545
2010-05-26,32.757225,35.500487,56.36299399999999,52.462013,20.432249,60.416165,28.43774,30.727441,13.415863,131.131072,29.989628000000003,111.438402,17.480441,50.301114,34.148666999999996,21.479289,55.78009,69.975189,26.496249,21.830919,33.753109,12.553761,51.2179,41.89377,26.615736,58.956185999999995,17.660681,19.566001999999997,44.186581,51.94919
2010-05-27,33.997144,37.509426,58.029114,54.508497999999996,21.1285,62.788901,29.823956,31.935353000000003,13.960542000000002,135.815992,30.438941999999997,114.296025,18.375575,50.224537,35.592809,21.972523000000002,57.262785,71.97271500000001,27.476987,22.695078,34.395407,12.769775,51.650085,43.403690999999995,27.105708,60.703035,17.730457,20.03826,44.787279,53.832356999999995
2010-05-28,34.470831,37.081595,57.182692,53.36668100000001,20.673258999999998,62.375151,29.321348999999998,31.052646999999997,13.700772,135.16947,29.831045,113.27415500000001,18.088456,49.603431,34.853128999999996,22.045436,56.981588,70.098929,27.534196,22.5205,33.687948999999996,12.653459,51.768723,43.176768,26.874589,60.05241899999999,17.434507999999997,19.994671,44.663606,52.956465
2010-06-01,35.000886,36.449152000000005,56.086794,52.057987,20.530439,61.041012,28.567445000000003,30.969026,13.390723000000001,132.920712,29.756521000000003,112.442182,17.885784,49.994811999999996,33.937331,21.998257000000002,56.547003000000004,69.002945,27.403431,22.59906,33.129432,12.454062,51.828041999999996,42.417441,26.791386,58.867062,17.201117,19.769436,44.98162,51.896634999999996
2010-06-02,35.419559,38.104665999999995,57.325244,53.454515,20.842859,62.594688,29.337563,32.279146000000004,13.700772,135.703559,30.049293,115.218427,18.417797,50.820119,34.82671,22.478624,57.748495999999996,69.595129,28.081776,23.096605,33.976518,12.628535000000001,52.319545,43.44733,27.651151000000002,60.123720999999996,17.143371,20.045527,45.688325,53.22799200000001
2010-06-03,35.30818,37.704738,57.298516000000006,53.674094,21.17313,62.408928,29.005196,32.251269,13.784569,134.963333,29.658928999999997,115.715795,18.493799,50.854153000000004,34.430451,22.62445,57.816667,69.241584,28.024566999999998,23.445762,34.39696,12.653459,52.370388,43.394965,28.277793,60.47130799999999,17.525938,20.081851,45.688325,53.919948
2010-06-04,34.347373,35.723704,54.483042000000005,50.731722999999995,20.494733,60.188176,27.8946,31.303521999999997,13.164473000000001,133.286135,28.523320000000002,113.29223799999998,17.691557999999997,49.356689,33.127201,21.989679000000002,56.836721999999995,67.26174,27.109209999999997,22.511772,33.060883000000004,12.262972,51.522971000000005,42.426171000000004,28.166390999999997,58.056022,17.355106,19.769436,44.522265999999995,52.141884000000005
2010-06-07,33.673743,35.072659,53.556429,49.036569,20.316208,60.247282999999996,27.63519,30.699567,12.913082000000001,129.941092,27.991001,112.252277,17.151099,49.348183,32.334687,21.788096,56.87933100000001,66.059689,27.223631,22.075328,32.509634999999996,12.063575,51.370436,42.129422999999996,28.277793,56.344823,17.297361,19.674981,44.822615,51.940428999999995
2010-06-08,33.457693,35.742306,54.367215,49.721657,20.494733,59.96863199999999,28.770107,30.801776,12.971739999999999,129.097811,28.221671999999998,111.88151299999998,17.041319,49.892714,33.268093,22.114060000000002,58.268292,66.218785,27.632271999999997,21.918208,32.822634,12.088499,52.65851,43.167052000000005,28.676988,57.22715899999999,17.648649,20.110916,44.857946999999996,53.639663
2010-06-09,32.63511,35.444686,54.981984999999995,49.897321999999996,20.334061,59.774426,28.843068,30.606648999999997,12.837665,128.179569,28.177313,112.04428999999999,16.830202,49.492822,32.686914,22.023989999999998,58.166041,66.10388499999999,27.550542,21.638885000000002,32.705845000000004,12.063575,52.090742,42.903249,28.342779999999998,56.52307,17.756923999999998,20.183572,45.043459000000006,52.57983
2010-06-10,33.616038,37.230404,56.924307999999996,52.655243999999996,20.325135,62.628465000000006,29.98609,31.693771999999996,13.139334,125.340506,29.029021000000004,115.462589,17.35377,49.773598,33.717188,22.49578,59.1119,68.437275,28.318788,21.82219,33.518701,12.387596,52.463605,43.958464,28.500601,58.367957999999994,18.635145,20.590434,45.246635999999995,54.208991000000005
2010-06-11,34.018608,37.323413,58.251856999999994,52.901171999999995,20.450101999999998,62.53558100000001,30.488692999999998,31.814564,13.038778,127.09266299999999,28.585424,116.158906,17.429772,49.739564,33.541072,22.340071,59.25676,69.20623499999999,28.80633,22.398296,33.789654999999996,12.844549,51.700928000000005,44.327787,28.47275,59.027487,18.305512,20.750279000000003,44.928619,54.182716000000006
2010-06-14,34.121935,37.100196000000004,57.752914000000004,53.577479000000004,20.316208,62.636911,29.880703000000004,31.526521999999996,12.896322999999999,125.031299,28.443472999999997,116.204125,17.640889,49.705529999999996,32.871837,22.279516,59.052252,69.064815,28.938545,22.258634,33.738267,12.736542,51.904309000000005,44.011223,28.398481,59.624623,17.752111,20.801136,45.264303999999996,53.753527000000005
2010-06-15,34.847909,38.681303,60.122907,55.73814300000001,20.825006,63.523523,30.691358,32.511437,13.23151,128.273259,28.620909,117.370681,18.139124,50.318129,33.681964,22.569311,59.989588,70.505504,29.764888,23.201353,34.560469,12.894399,52.463605,45.04885,28.955496000000004,61.139745999999995,18.510029,21.149883,45.617653000000004,54.752044
2010-06-16,35.862387,39.37885,59.721965000000004,56.554981000000005,20.789302,63.287089,30.610289,32.325604,13.281788,128.42318,28.514446000000003,117.877108,18.147568,50.403214,33.91972,22.664467000000002,59.89585400000001,71.486589,29.756622999999998,22.974401999999998,34.490394,12.861166,51.853463,44.697114,29.141167,61.13083100000001,18.567775,21.200739000000002,45.034624,54.752044
2010-06-17,36.482346,39.118434,59.926892,57.046837,20.682185999999998,63.599516,30.642715000000003,32.585768,13.416714,128.666806,28.310391999999997,118.44681499999999,18.172903,50.352163,33.849272,22.647166,59.691345999999996,71.619169,29.632672999999997,23.018047,34.836090999999996,12.852858,52.336490999999995,45.470935,29.243287,61.104094999999994,18.825226,21.13535,45.414477000000005,54.830874
2010-06-18,36.777568,39.09053,60.550571,57.837326000000004,20.967826000000002,63.768391,31.096682,32.660103,13.450445000000002,129.472599,28.337008,117.696234,18.071566,50.352163,34.500898,22.62554,59.546479000000005,71.75175,29.475665999999997,23.079148999999997,35.008941,12.636842999999999,51.94668,45.154371000000005,29.085465999999997,61.656672,18.536496,21.164414999999998,45.538149,55.26882
2010-06-21,36.254221,39.620665,60.55948299999999,58.030556999999995,20.833932,63.937273,31.056151,32.576478,13.576939000000001,129.060338,27.884539,118.14838999999999,17.894229,50.309622,34.227919,22.699069,59.580565,72.00806999999999,29.021178000000003,22.651434,34.733315000000005,12.545453,51.777195,44.996088,28.918360999999997,61.826012,19.465246,21.113551,45.069959999999995,55.295099
2010-06-22,36.748046,39.006824,59.053734999999996,56.309052,20.503659,62.484919999999995,30.358988,31.916769,13.315519,126.29621999999999,27.157039,116.927577,17.716891,50.335146,33.752412,22.690417999999998,58.48984599999999,70.735309,29.029443,22.494314000000003,33.850384000000005,12.437446000000001,51.455179,44.855393,28.444898,60.59608299999999,18.950343,21.113551,44.769611,54.252784999999996
2010-06-23,36.361576,39.220738,60.096171999999996,56.502283999999996,20.405471,61.015682,30.204962,31.907479,12.978205,126.55858899999998,27.059447,117.660068,17.573331,50.403214,34.245531,22.595263,58.481322999999996,70.81486,29.26908,22.092785,33.878413,12.362671,52.014474,44.943329999999996,28.045703999999997,60.59608299999999,18.709735000000002,21.309719,44.884451,53.517035
2010-06-24,36.09722,38.188371000000004,60.07835600000001,55.65909499999999,20.146608999999998,59.808203000000006,29.605079999999997,31.219896999999996,12.716785,126.47425,26.323075,115.92379,17.159543,50.709509999999995,33.488237,22.40495,57.714416,69.10016999999999,29.426087,21.82219,32.528321999999996,12.013725,51.58229,44.442103,27.627944,60.025682999999994,18.401756,21.040903,44.195414,52.614867000000004
2010-06-25,35.788582,39.685769,61.272256999999996,56.836043000000004,19.798484,59.158018000000006,29.718571999999998,31.108397999999998,12.573426,130.85934699999999,26.793289,114.956176,16.914649,49.943765,34.729846,21.738856,57.450253000000004,69.73655,29.690517,21.411934,32.757232,12.163274000000001,50.667081,44.952121999999996,27.739346,60.480222,18.445066,20.743012,43.108859,51.76525
